"","state","parameter","pollution","Max","Year"
"424","District Of Columbia","PM10 Total 0-10um STP",16.35758175,133,2013
"425","Florida","Nitrogen dioxide (NO2)",8.74549327777778,65,2013
"426","Florida","Ozone",0.0376688070175439,0.088,2013
"427","Florida","PM10 Total 0-10um STP",16.4872545,243,2013
"428","Georgia","Nitrogen dioxide (NO2)",8.5416295,55.9,2013
"429","Georgia","Ozone",0.0408572738095238,0.114,2013
"430","Georgia","PM10 Total 0-10um STP",16.0044506,116,2013
"431","Hawaii","Nitrogen dioxide (NO2)",5.49058425,40,2013
"432","Hawaii","Ozone",0.02994125,0.12,2013
"433","Hawaii","PM10 Total 0-10um STP",15.2117965,267,2013
"434","Idaho","Nitrogen dioxide (NO2)",19.1027565,45.9,2013
"435","Idaho","Ozone",0.0466511,0.127,2013
"436","Idaho","PM10 Total 0-10um STP",19.0990205555556,2177,2013
"437","Illinois","Nitrogen dioxide (NO2)",21.1015398571429,102,2013
"438","Illinois","Ozone",0.04323075,0.103,2013
"439","Illinois","PM10 Total 0-10um STP",28.4783245,436,2013
"440","Indiana","Nitrogen dioxide (NO2)",12.5472499285714,64.7,2013
"441","Indiana","Ozone",0.0456123352272727,0.1,2013
"442","Indiana","PM10 Total 0-10um STP",19.66882375,707,2013
"443","Iowa","Nitrogen dioxide (NO2)",9.9482645,47.3,2013
"444","Iowa","Ozone",0.0422288333333333,0.085,2013
"445","Iowa","PM10 Total 0-10um STP",24.7379764827586,799,2013
"446","Kansas","Nitrogen dioxide (NO2)",10.47539075,59.7,2013
"447","Kansas","Ozone",0.046551475,0.094,2013
"448","Kansas","PM10 Total 0-10um STP",20.1000650555556,368,2013
"449","Kentucky","Nitrogen dioxide (NO2)",11.7365183333333,54,2013
"450","Kentucky","Ozone",0.0428913275862069,0.132,2013
"451","Kentucky","PM10 Total 0-10um STP",16.3556976666667,212,2013
"452","Louisiana","Nitrogen dioxide (NO2)",10.6938326,229.8,2013
"453","Louisiana","Ozone",0.0391960625,0.104,2013
"454","Louisiana","PM10 Total 0-10um STP",20.42291675,742,2013
"455","Maine","Nitrogen dioxide (NO2)",8.38293333333333,76.1,2013
"456","Maine","Ozone",0.03853896875,0.101,2013
"457","Maine","PM10 Total 0-10um STP",15.0868756666667,393,2013
"458","Maryland","Nitrogen dioxide (NO2)",16.7755868333333,60.4,2013
"459","Maryland","Ozone",0.0463371375,0.102,2013
"460","Maryland","PM10 Total 0-10um STP",13.2933884,47,2013
"461","Massachusetts","Nitrogen dioxide (NO2)",14.6573025416667,70,2013
"462","Massachusetts","Ozone",0.0430289852941176,0.113,2013
"463","Massachusetts","PM10 Total 0-10um STP",15.2094357777778,68,2013
"464","Michigan","Nitrogen dioxide (NO2)",14.2455801,71,2013
"465","Michigan","Ozone",0.045768525,0.107,2013
"466","Michigan","PM10 Total 0-10um STP",20.8006815454545,555,2013
"467","Minnesota","Nitrogen dioxide (NO2)",10.7454131,54,2013
"468","Minnesota","Ozone",0.0397726323529412,0.087,2013
"469","Minnesota","PM10 Total 0-10um STP",19.34070625,451,2013
"470","Mississippi","Nitrogen dioxide (NO2)",7.9662465,41.4,2013
"471","Mississippi","Ozone",0.041634825,0.092,2013
"472","Mississippi","PM10 Total 0-10um STP",19.4645455,51,2013
"473","Missouri","Nitrogen dioxide (NO2)",19.2395849166667,66.3,2013
"474","Missouri","Ozone",0.0455617391304348,0.102,2013
"475","Missouri","PM10 Total 0-10um STP",21.3456554285714,2073,2013
"476","Montana","Nitrogen dioxide (NO2)",2.54377927272727,167,2013
"477","Montana","Ozone",0.0416144,0.105,2013
"478","Montana","PM10 Total 0-10um STP",15.8806278909091,1060,2013
"479","Nebraska","Ozone",0.04158465,0.082,2013
"480","Nebraska","PM10 Total 0-10um STP",24.4195572307692,638,2013
"481","Nevada","Nitrogen dioxide (NO2)",20.262656,83.5,2013
"482","Nevada","Ozone",0.0481626689189189,0.092,2013
"483","Nevada","PM10 Total 0-10um STP",22.7254615714286,1129,2013
"484","New Hampshire","Nitrogen dioxide (NO2)",2.41734,8.6,2013
"485","New Hampshire","Ozone",0.0413228541666667,0.097,2013
"486","New Hampshire","PM10 Total 0-10um STP",10.7845555,46,2013
"487","New Jersey","Nitrogen dioxide (NO2)",20.10785475,83,2013
"488","New Jersey","Ozone",0.0442712941176471,0.105,2013
"489","New Jersey","PM10 Total 0-10um STP",19.560698,53,2013
"490","New Mexico","Nitrogen dioxide (NO2)",11.69635605,54,2013
"491","New Mexico","Ozone",0.04756094,0.094,2013
"492","New Mexico","PM10 Total 0-10um STP",28.890718761194,4694,2013
"493","New York","Nitrogen dioxide (NO2)",20.1525284,85.6,2013
"494","New York","Ozone",0.041180875,0.147,2013
"495","North Carolina","Nitrogen dioxide (NO2)",12.387471,41,2013
"496","North Carolina","Ozone",0.0416406467391304,0.084,2013
"497","North Carolina","PM10 Total 0-10um STP",15.1513585,84,2013
"498","North Dakota","Nitrogen dioxide (NO2)",4.91645605555556,89,2013
"499","North Dakota","Ozone",0.0428901111111111,0.072,2013
"500","North Dakota","PM10 Total 0-10um STP",13.8116478125,464,2013
"501","Ohio","Nitrogen dioxide (NO2)",16.8638225,94,2013
"502","Ohio","Ozone",0.0436844607843137,0.098,2013
"503","Ohio","PM10 Total 0-10um STP",19.4658196734694,330,2013
"504","Oklahoma","Nitrogen dioxide (NO2)",10.8514395454545,79,2013
"505","Oklahoma","Ozone",0.0456461979166667,0.105,2013
"506","Oklahoma","PM10 Total 0-10um STP",19.0445275384615,286,2013
"507","Oregon","Nitrogen dioxide (NO2)",13.735842,38,2013
"508","Oregon","Ozone",0.03827605,0.086,2013
"509","Oregon","PM10 Total 0-10um STP",16.4761571538462,90,2013
"510","Pennsylvania","Nitrogen dioxide (NO2)",12.1461575681818,75,2013
"511","Pennsylvania","Ozone",0.044445275862069,0.115,2013
"512","Pennsylvania","PM10 Total 0-10um STP",17.0559954150943,310,2013
"513","Rhode Island","Nitrogen dioxide (NO2)",9.88207733333333,59.3,2013
"514","Rhode Island","Ozone",0.0466199166666667,0.104,2013
"515","Rhode Island","PM10 Total 0-10um STP",13.6076496,70,2013
"516","South Carolina","Nitrogen dioxide (NO2)",8.912788375,51,2013
"517","South Carolina","Ozone",0.038261130952381,0.081,2013
"518","South Carolina","PM10 Total 0-10um STP",15.1899625,590,2013
"519","South Dakota","Nitrogen dioxide (NO2)",6.8765871,57.4,2013
"520","South Dakota","Ozone",0.047048875,0.083,2013
"521","South Dakota","PM10 Total 0-10um STP",18.55594445,510,2013
"522","Tennessee","Nitrogen dioxide (NO2)",16.1469866,103,2013
"523","Tennessee","Ozone",0.0438923541666667,0.091,2013
"524","Tennessee","PM10 Total 0-10um STP",16.4054088055556,311,2013
"525","Texas","Nitrogen dioxide (NO2)",11.4370115952381,88.1,2013
"526","Texas","Ozone",0.0420742864583333,0.133,2013
"527","Texas","PM10 Total 0-10um STP",24.6124938648649,290,2013
"528","Utah","Nitrogen dioxide (NO2)",11.4797235434783,107,2013
"529","Utah","Ozone",0.0539323161764706,0.164,2013
"530","Utah","PM10 Total 0-10um STP",21.3726746666667,799,2013
"531","Vermont","Nitrogen dioxide (NO2)",11.07801025,44.7,2013
"532","Vermont","Ozone",0.040887875,0.077,2013
"533","Vermont","PM10 Total 0-10um STP",9.4370195,34,2013
"534","Alabama","Nitrogen dioxide (NO2)",18.6645175,83.2,2014
"535","Alabama","Ozone",0.0422094891304348,0.091,2014
"536","Alabama","PM10 Total 0-10um STP",18.50998388,298,2014
"537","Alaska","Nitrogen dioxide (NO2)",17.8842915,107.8,2014
"538","Alaska","Ozone",0.0278905,0.066,2014
"539","Alaska","PM10 Total 0-10um STP",20.9640287631579,985,2014
"540","Arizona","Nitrogen dioxide (NO2)",21.7275185555556,102,2014
"541","Arizona","Ozone",0.0498546611111111,0.106,2014
"542","Arizona","PM10 Total 0-10um STP",36.6565771591837,12445,2014
"543","Arkansas","Nitrogen dioxide (NO2)",14.32094425,57.8,2014
"544","Arkansas","Ozone",0.0406388055555556,0.088,2014
"545","Arkansas","PM10 Total 0-10um STP",17.7550623333333,49,2014
"546","California","Nitrogen dioxide (NO2)",15.5577404716981,135.9,2014
"547","California","Ozone",0.0459638269230769,0.141,2014
"548","California","PM10 Total 0-10um STP",34.3615949320388,3027,2014
"549","Colorado","Nitrogen dioxide (NO2)",13.997873,136.4,2014
"550","Colorado","Ozone",0.0527989,0.103,2014
"551","Colorado","PM10 Total 0-10um STP",20.7767148,387,2014
"552","Connecticut","Nitrogen dioxide (NO2)",14.7609167,80,2014
"553","Connecticut","Ozone",0.0469850625,0.115,2014
"554","Connecticut","PM10 Total 0-10um STP",12.301201,38,2014
"555","Delaware","Nitrogen dioxide (NO2)",10.5207763333333,59,2014
"556","Delaware","Ozone",0.0447164642857143,0.098,2014
"557","District Of Columbia","Nitrogen dioxide (NO2)",19.488059,64,2014
"558","District Of Columbia","Ozone",0.046558375,0.093,2014
"559","District Of Columbia","PM10 Total 0-10um STP",16.8364631666667,137,2014
"560","Florida","Nitrogen dioxide (NO2)",11.2238997727273,79,2014
"561","Florida","Ozone",0.0397487161016949,0.116,2014
"562","Florida","PM10 Total 0-10um STP",15.8247042142857,717,2014
"563","Georgia","Nitrogen dioxide (NO2)",13.243571375,57.9,2014
"564","Georgia","Ozone",0.0427374047619048,0.105,2014
"565","Georgia","PM10 Total 0-10um STP",16.1541596,136,2014
"566","Hawaii","Nitrogen dioxide (NO2)",5.82195875,44.8,2014
"567","Hawaii","Ozone",0.027880625,0.2,2014
"568","Hawaii","PM10 Total 0-10um STP",15.8199998333333,352,2014
"569","Idaho","Nitrogen dioxide (NO2)",18.64669125,48.4,2014
"570","Idaho","Ozone",0.0496466666666667,0.079,2014
"571","Idaho","PM10 Total 0-10um STP",17.0739749230769,640,2014
"572","Illinois","Nitrogen dioxide (NO2)",20.6492605,105,2014
"573","Illinois","Ozone",0.0430001554054054,0.095,2014
"574","Illinois","PM10 Total 0-10um STP",31.504099,404,2014
"575","Indiana","Nitrogen dioxide (NO2)",14.5183249375,74.6,2014
"576","Indiana","Ozone",0.0447173586956522,0.091,2014
"577","Indiana","PM10 Total 0-10um STP",20.6801182105263,590,2014
"578","Iowa","Nitrogen dioxide (NO2)",9.371983375,47,2014
"579","Iowa","Ozone",0.0408752583333333,0.081,2014
"580","Iowa","PM10 Total 0-10um STP",23.613269,727,2014
"581","Kansas","Nitrogen dioxide (NO2)",9.0542787,78.2,2014
"582","Kansas","Ozone",0.0463813833333333,0.105,2014
"583","Kansas","PM10 Total 0-10um STP",22.0536777142857,786,2014
"584","Kentucky","Nitrogen dioxide (NO2)",12.3365398571429,74.6,2014
"585","Kentucky","Ozone",0.0441062916666667,0.112,2014
"586","Kentucky","PM10 Total 0-10um STP",16.0035409411765,485,2014
"587","Louisiana","Nitrogen dioxide (NO2)",11.6133764545455,93.2,2014
"588","Louisiana","Ozone",0.0384057291666667,0.103,2014
"589","Louisiana","PM10 Total 0-10um STP",19.66720425,211,2014
"590","Maine","Nitrogen dioxide (NO2)",7.53653666666667,51.5,2014
"591","Maine","Ozone",0.0371646176470588,0.085,2014
"592","Maine","PM10 Total 0-10um STP",14.8313812222222,322,2014
"593","Maryland","Nitrogen dioxide (NO2)",16.1296643,61.6,2014
"594","Maryland","Ozone",0.0460337875,0.101,2014
"595","Maryland","PM10 Total 0-10um STP",13.6631404,43,2014
"596","Massachusetts","Nitrogen dioxide (NO2)",14.9568349583333,68,2014
"597","Massachusetts","Ozone",0.0408885921052632,0.096,2014
"598","Massachusetts","PM10 Total 0-10um STP",12.56201075,78,2014
"599","Michigan","Nitrogen dioxide (NO2)",14.5098977,66,2014
"600","Michigan","Ozone",0.0446393333333333,0.103,2014
"601","Michigan","PM10 Total 0-10um STP",22.0412903809524,985,2014
"602","Minnesota","Nitrogen dioxide (NO2)",13.907307625,70,2014
"603","Minnesota","Ozone",0.0376602941176471,0.08,2014
"604","Minnesota","PM10 Total 0-10um STP",19.5774596,857,2014
"605","Mississippi","Nitrogen dioxide (NO2)",8.2166745,40.3,2014
"606","Mississippi","Ozone",0.041133925,0.092,2014
"607","Mississippi","PM10 Total 0-10um STP",17.6014635,48,2014
"608","Missouri","Nitrogen dioxide (NO2)",16.8881565,78.9,2014
"609","Missouri","Ozone",0.0439997826086957,0.097,2014
"610","Missouri","PM10 Total 0-10um STP",22.5315507894737,1120,2014
"611","Montana","Nitrogen dioxide (NO2)",2.7215295,173,2014
"612","Montana","Ozone",0.03993471875,0.143,2014
"613","Montana","PM10 Total 0-10um STP",15.5354385471698,730,2014
"614","Nebraska","Ozone",0.0414795,0.079,2014
"615","Nebraska","PM10 Total 0-10um STP",23.1391371538462,1042,2014
"616","Nevada","Nitrogen dioxide (NO2)",20.070403125,60.4,2014
"617","Nevada","Ozone",0.0482804166666667,0.091,2014
"618","Nevada","PM10 Total 0-10um STP",23.22356,1081,2014
"619","New Hampshire","Nitrogen dioxide (NO2)",4.2460675,30.6,2014
"620","New Hampshire","Ozone",0.0405414375,0.09,2014
"621","New Hampshire","PM10 Total 0-10um STP",9.85239325,172.8,2014
"622","New Jersey","Nitrogen dioxide (NO2)",22.3526699090909,258,2014
"623","New Jersey","Ozone",0.0433717794117647,0.102,2014
"624","New Jersey","PM10 Total 0-10um STP",18.0451775,97,2014
"625","New Mexico","Nitrogen dioxide (NO2)",11.2813667222222,61,2014
"626","New Mexico","Ozone",0.0452145928571429,0.094,2014
"627","New Mexico","PM10 Total 0-10um STP",28.451028516129,4980,2014
"628","New York","Nitrogen dioxide (NO2)",17.6131367857143,80,2014
"629","New York","Ozone",0.040158390625,0.117,2014
"630","North Carolina","Nitrogen dioxide (NO2)",12.5146623333333,137.2,2014
"631","North Carolina","Ozone",0.0445839944444444,0.096,2014
"632","North Carolina","PM10 Total 0-10um STP",12.7897434117647,105,2014
"633","North Dakota","Nitrogen dioxide (NO2)",5.13950555555556,88.6,2014
"634","North Dakota","Ozone",0.0407073333333333,0.213,2014
"635","North Dakota","PM10 Total 0-10um STP",13.5629200625,460,2014
"636","Ohio","Nitrogen dioxide (NO2)",19.0935710833333,68,2014
"637","Ohio","Ozone",0.0441172254901961,0.091,2014
"638","Ohio","PM10 Total 0-10um STP",19.0375005283019,808,2014
"639","Oklahoma","Nitrogen dioxide (NO2)",10.7609289,70,2014
"640","Oklahoma","Ozone",0.044358375,0.101,2014
"641","Oklahoma","PM10 Total 0-10um STP",21.7975125263158,943,2014
"642","Oregon","Nitrogen dioxide (NO2)",14.632983,48.6,2014
"643","Oregon","Ozone",0.03936825,0.098,2014
"644","Oregon","PM10 Total 0-10um STP",12.2466682222222,51,2014
"645","Pennsylvania","Nitrogen dioxide (NO2)",13.526555125,72.8,2014
"646","Pennsylvania","Ozone",0.0436194017857143,0.112,2014
"647","Pennsylvania","PM10 Total 0-10um STP",16.5990481153846,293,2014
"648","Rhode Island","Nitrogen dioxide (NO2)",14.0011155,55.9,2014
"649","Rhode Island","Ozone",0.0446391666666667,0.088,2014
"650","Rhode Island","PM10 Total 0-10um STP",12.506346,59,2014
"651","South Carolina","Nitrogen dioxide (NO2)",10.0845955,52,2014
"652","South Carolina","Ozone",0.041302875,0.084,2014
"653","South Carolina","PM10 Total 0-10um STP",15.6491613333333,168,2014
"654","South Dakota","Nitrogen dioxide (NO2)",6.519530375,52.1,2014
"655","South Dakota","Ozone",0.0410909583333333,0.079,2014
"656","South Dakota","PM10 Total 0-10um STP",18.0473508421053,522,2014
"657","Tennessee","Nitrogen dioxide (NO2)",14.4435313,63,2014
"658","Tennessee","Ozone",0.0445933586956522,0.098,2014
"659","Tennessee","PM10 Total 0-10um STP",17.0488516315789,444,2014
"660","Texas","Nitrogen dioxide (NO2)",11.3596584673913,97.8,2014
"661","Texas","Ozone",0.0398611546052632,0.135,2014
"662","Texas","PM10 Total 0-10um STP",24.1403933666667,132,2014
"663","Utah","Nitrogen dioxide (NO2)",9.79828697619048,88,2014
"664","Utah","Ozone",0.0538173875968992,0.146,2014
"665","Utah","PM10 Total 0-10um STP",18.547334,988,2014
"666","Vermont","Nitrogen dioxide (NO2)",11.2953845,45.6,2014
"667","Vermont","Ozone",0.04048775,0.074,2014
"668","Vermont","PM10 Total 0-10um STP",10.32378875,56,2014
"669","Alabama","Nitrogen dioxide (NO2)",17.87053475,61.6,2015
"670","Alabama","Ozone",0.0403143369565217,0.098,2015
"671","Alabama","PM10 Total 0-10um STP",18.3946230769231,558,2015
"672","Alaska","Nitrogen dioxide (NO2)",17.671058,88.9,2015
"673","Alaska","Ozone",0.0294775833333333,0.065,2015
"674","Alaska","PM10 Total 0-10um STP",16.9891543461538,775,2015
"675","Arizona","Nitrogen dioxide (NO2)",21.6435236,71,2015
"676","Arizona","Ozone",0.0489942061403509,0.113,2015
"677","Arizona","PM10 Total 0-10um STP",28.9517656357143,4246,2015
"678","Arkansas","Nitrogen dioxide (NO2)",13.39485,57.4,2015
"679","Arkansas","Ozone",0.0404812222222222,0.092,2015
"680","Arkansas","PM10 Total 0-10um STP",19.5577213333333,68,2015
"681","California","Nitrogen dioxide (NO2)",15.0162083545455,118.1,2015
"682","California","Ozone",0.045183100591716,0.144,2015
"683","California","PM10 Total 0-10um STP",27.1773111086262,36664,2015
"684","Colorado","Nitrogen dioxide (NO2)",16.7603415666667,94.9,2015
"685","Colorado","Ozone",0.0523374888059701,0.122,2015
"686","Colorado","PM10 Total 0-10um STP",17.3658382,423,2015
"687","Connecticut","Nitrogen dioxide (NO2)",15.510739875,128.2,2015
"688","Connecticut","Ozone",0.0487280416666667,0.123,2015
"689","Connecticut","PM10 Total 0-10um STP",13.878446,255,2015
"690","Delaware","Nitrogen dioxide (NO2)",18.511734,51.8,2015
"691","Delaware","Ozone",0.0464737142857143,0.107,2015
"692","District Of Columbia","Nitrogen dioxide (NO2)",20.359954,67.3,2015
"693","District Of Columbia","Ozone",0.0465175,0.094,2015
"694","District Of Columbia","PM10 Total 0-10um STP",16.77288,133,2015
"695","Florida","Nitrogen dioxide (NO2)",10.426996875,95,2015
"696","Florida","Ozone",0.0371686313559322,0.095,2015
"697","Florida","PM10 Total 0-10um STP",16.358124804878,728,2015
"698","Georgia","Nitrogen dioxide (NO2)",14.4537591,65.2,2015
"699","Georgia","Ozone",0.0413013333333333,0.269,2015
"700","Georgia","PM10 Total 0-10um STP",15.8446698,671,2015
"701","Hawaii","Nitrogen dioxide (NO2)",5.6800205,38.3,2015
"702","Hawaii","Ozone",0.028887125,0.055,2015
"703","Hawaii","PM10 Total 0-10um STP",16.2032685,257,2015
"704","Idaho","Nitrogen dioxide (NO2)",18.784589,56.8,2015
"705","Idaho","Ozone",0.0489046,0.083,2015
"706","Idaho","PM10 Total 0-10um STP",18.9756316190476,3350,2015
"707","Illinois","Nitrogen dioxide (NO2)",18.9307695714286,83.9,2015
"708","Illinois","Ozone",0.0432266959459459,0.098,2015
"709","Illinois","PM10 Total 0-10um STP",26.5088701428571,999,2015
"710","Indiana","Nitrogen dioxide (NO2)",13.0968367142857,62.9,2015
"711","Indiana","Ozone",0.0435112336956522,0.109,2015
"712","Indiana","PM10 Total 0-10um STP",20.4845030588235,704,2015
"713","Iowa","Nitrogen dioxide (NO2)",8.9575745,50.4,2015
"714","Iowa","Ozone",0.04088355,0.079,2015
"715","Iowa","PM10 Total 0-10um STP",23.1369592592593,941,2015
"716","Kansas","Nitrogen dioxide (NO2)",8.7900935,58.6,2015
"717","Kansas","Ozone",0.0440564318181818,0.095,2015
"718","Kansas","PM10 Total 0-10um STP",19.8603464666667,517,2015
"719","Kentucky","Nitrogen dioxide (NO2)",12.2872047142857,55.2,2015
"720","Kentucky","Ozone",0.0434696715686275,0.11,2015
"721","Kentucky","PM10 Total 0-10um STP",17.6375735,404,2015
"722","Louisiana","Nitrogen dioxide (NO2)",10.5430132777778,82,2015
"723","Louisiana","Ozone",0.0387011704545455,0.124,2015
"724","Louisiana","PM10 Total 0-10um STP",19.6061083,427,2015
"725","Maine","Nitrogen dioxide (NO2)",9.68001675,84.6,2015
"726","Maine","Ozone",0.0373921470588235,0.094,2015
"727","Maine","PM10 Total 0-10um STP",15.4053988,314,2015
"728","Maryland","Nitrogen dioxide (NO2)",16.1642703,63.7,2015
"729","Maryland","Ozone",0.0474603125,0.118,2015
"730","Maryland","PM10 Total 0-10um STP",14.6380426,58,2015
"731","Massachusetts","Nitrogen dioxide (NO2)",14.64801985,80,2015
"732","Massachusetts","Ozone",0.042070375,0.102,2015
"733","Massachusetts","PM10 Total 0-10um STP",12.5408775,38,2015
"734","Michigan","Nitrogen dioxide (NO2)",16.1503533125,97.1,2015
"735","Michigan","Ozone",0.0448872416666667,0.104,2015
"736","Michigan","PM10 Total 0-10um STP",23.8365172,985,2015
"737","Minnesota","Nitrogen dioxide (NO2)",12.5515959,86.2,2015
"738","Minnesota","Ozone",0.0388931176470588,0.092,2015
"739","Minnesota","PM10 Total 0-10um STP",21.8330124166667,985,2015
"740","Mississippi","Nitrogen dioxide (NO2)",10.34910925,47.5,2015
"741","Mississippi","Ozone",0.039632875,0.084,2015
"742","Mississippi","PM10 Total 0-10um STP",18.9191835,87,2015
"743","Missouri","Nitrogen dioxide (NO2)",17.0550441111111,88.6,2015
"744","Missouri","Ozone",0.0428305869565217,0.091,2015
"745","Missouri","PM10 Total 0-10um STP",20.5384237391304,1366,2015
"746","Montana","Nitrogen dioxide (NO2)",2.3368735,252,2015
"747","Montana","Ozone",0.04145046875,0.129,2015
"748","Montana","PM10 Total 0-10um STP",20.6971974307692,832,2015
"749","Nebraska","Ozone",0.0420639423076923,0.089,2015
"750","Nebraska","PM10 Total 0-10um STP",21.913652,1196,2015
"751","Nevada","Nitrogen dioxide (NO2)",22.5572583,71.1,2015
"752","Nevada","Ozone",0.04703318,0.096,2015
"753","Nevada","PM10 Total 0-10um STP",17.8556251285714,995,2015
"754","New Hampshire","Nitrogen dioxide (NO2)",5.351577,37.9,2015
"755","New Hampshire","Ozone",0.0407761458333333,0.09,2015
"756","New Hampshire","PM10 Total 0-10um STP",11.624429,221.2,2015
"757","New Jersey","Nitrogen dioxide (NO2)",22.0393195454545,195,2015
"758","New Jersey","Ozone",0.0452777021276596,0.105,2015
"759","New Jersey","PM10 Total 0-10um STP",23.0178615,114,2015
"760","New Mexico","Nitrogen dioxide (NO2)",10.83288625,60,2015
"761","New Mexico","Ozone",0.0455762727272727,0.094,2015
"762","New Mexico","PM10 Total 0-10um STP",21.8919394347826,2745,2015
"763","New York","Nitrogen dioxide (NO2)",19.1438412142857,121.7,2015
"764","New York","Ozone",0.0413323984375,0.112,2015
"765","North Carolina","Nitrogen dioxide (NO2)",11.4530229166667,96.4,2015
"766","North Carolina","Ozone",0.0450450348837209,0.102,2015
"767","North Carolina","PM10 Total 0-10um STP",12.5174949545455,98,2015
"768","North Dakota","Nitrogen dioxide (NO2)",4.79426927777778,111.2,2015
"769","North Dakota","Ozone",0.0435148636363636,0.11,2015
"770","North Dakota","PM10 Total 0-10um STP",14.3816787272727,985,2015
"771","Ohio","Nitrogen dioxide (NO2)",17.8758994285714,85,2015
"772","Ohio","Ozone",0.0445461715686275,0.092,2015
"773","Ohio","PM10 Total 0-10um STP",20.5411862727273,420,2015
"774","Oklahoma","Nitrogen dioxide (NO2)",13.48854375,60,2015
"775","Oklahoma","Ozone",0.0431587065217391,0.118,2015
"776","Oklahoma","PM10 Total 0-10um STP",17.3920806666667,640,2015
"777","Oregon","Nitrogen dioxide (NO2)",16.1413605,46.8,2015
"778","Oregon","Ozone",0.0424821818181818,0.125,2015
"779","Oregon","PM10 Total 0-10um STP",13.4149525454545,96,2015
"780","Pennsylvania","Nitrogen dioxide (NO2)",14.0416129318182,86,2015
"781","Pennsylvania","Ozone",0.045139320754717,0.108,2015
"782","Pennsylvania","PM10 Total 0-10um STP",17.4599768333333,499,2015
"783","Rhode Island","Nitrogen dioxide (NO2)",14.802528625,86.2,2015
"784","Rhode Island","Ozone",0.04652325,0.105,2015
"785","Rhode Island","PM10 Total 0-10um STP",15.3265916,42,2015
"786","South Carolina","Nitrogen dioxide (NO2)",9.137857,51,2015
"787","South Carolina","Ozone",0.0414559125,0.087,2015
"788","South Carolina","PM10 Total 0-10um STP",15.4830013333333,189,2015
"789","South Dakota","Nitrogen dioxide (NO2)",6.545085375,47.7,2015
"790","South Dakota","Ozone",0.045259,0.081,2015
"791","South Dakota","PM10 Total 0-10um STP",19.5863238148148,626,2015
"792","Tennessee","Nitrogen dioxide (NO2)",13.515805,63.1,2015
"793","Tennessee","Ozone",0.0435427407407407,0.099,2015
"794","Tennessee","PM10 Total 0-10um STP",21.1942021578947,400,2015
"795","Texas","Nitrogen dioxide (NO2)",11.3379406170213,102.1,2015
"796","Texas","Ozone",0.0402407183333333,0.136,2015
"797","Texas","PM10 Total 0-10um STP",22.068164,115,2015
"798","Utah","Nitrogen dioxide (NO2)",11.4210148125,79,2015
"799","Utah","Ozone",0.0535548203125,0.102,2015
"800","Utah","PM10 Total 0-10um STP",18.6191397083333,892,2015
"801","Vermont","Nitrogen dioxide (NO2)",11.4490155,53.3,2015
"802","Vermont","Ozone",0.04194725,0.076,2015
"803","Vermont","PM10 Total 0-10um STP",10.99448225,36,2015
"804","Alabama","Nitrogen dioxide (NO2)",18.87529475,114.5,2016
"805","Alabama","Ozone",0.0441092173913043,0.101,2016
"806","Alabama","PM10 Total 0-10um STP",18.0517128571429,650,2016
"807","Alaska","Nitrogen dioxide (NO2)",18.493658,69.3,2016
"808","Alaska","Ozone",0.0281809166666667,0.102,2016
"809","Alaska","PM10 Total 0-10um STP",15.997303,962,2016
"810","Arizona","Nitrogen dioxide (NO2)",21.2257888,77,2016
"811","Arizona","Ozone",0.0483120611111111,0.1,2016
"812","Arizona","PM10 Total 0-10um STP",35.3181085319149,31984,2016
"813","Arkansas","Nitrogen dioxide (NO2)",13.13720325,46.8,2016
"814","Arkansas","Ozone",0.04168009375,0.113,2016
"815","Arkansas","PM10 Total 0-10um STP",18.4651256666667,53,2016
"816","California","Nitrogen dioxide (NO2)",14.232404853211,223.1,2016
"817","California","Ozone",0.0450091926470588,0.163,2016
"818","California","PM10 Total 0-10um STP",28.9027345077399,61498,2016
"819","Colorado","Nitrogen dioxide (NO2)",17.1839906785714,141,2016
"820","Colorado","Ozone",0.0513628064516129,0.103,2016
"821","Colorado","PM10 Total 0-10um STP",18.4561239387755,404,2016
"822","Connecticut","Nitrogen dioxide (NO2)",16.20529725,62.5,2016
"823","Connecticut","Ozone",0.0487494125,0.126,2016
"824","Connecticut","PM10 Total 0-10um STP",11.9898167272727,239,2016
"825","Delaware","Nitrogen dioxide (NO2)",17.5809475,61.8,2016
"826","Delaware","Ozone",0.0458483214285714,0.095,2016
"827","District Of Columbia","Nitrogen dioxide (NO2)",19.014050125,75.6,2016
"828","District Of Columbia","Ozone",0.0430318333333333,0.09,2016
"829","District Of Columbia","PM10 Total 0-10um STP",16.8196475,111,2016
"830","Florida","Nitrogen dioxide (NO2)",11.3055538571429,97,2016
"831","Florida","Ozone",0.0389742456896552,0.104,2016
"832","Florida","PM10 Total 0-10um STP",16.3362519473684,897,2016
"833","Georgia","Nitrogen dioxide (NO2)",22.9590748333333,72.8,2016
"834","Georgia","Ozone",0.0456346666666667,0.115,2016
"835","Georgia","PM10 Total 0-10um STP",16.2162636,212,2016
"836","Hawaii","Nitrogen dioxide (NO2)",6.4426135,37.2,2016
"837","Hawaii","Ozone",0.0298615,0.056,2016
"838","Hawaii","PM10 Total 0-10um STP",15.8076733333333,342,2016
"839","Idaho","Nitrogen dioxide (NO2)",17.0022865,48.3,2016
"840","Idaho","Ozone",0.0487138,0.094,2016
"841","Idaho","PM10 Total 0-10um STP",16.8697360833333,741,2016
