"","state","parameter","pollution","Max","Year"
"842","Illinois","Nitrogen dioxide (NO2)",20.6220475,91.7,2016
"843","Illinois","Ozone",0.0441179864864865,0.101,2016
"844","Illinois","PM10 Total 0-10um STP",21.0593392857143,466,2016
"845","Indiana","Nitrogen dioxide (NO2)",12.5432101428571,96,2016
"846","Indiana","Ozone",0.0451948488372093,0.108,2016
"847","Indiana","PM10 Total 0-10um STP",19.3596276470588,926,2016
"848","Iowa","Nitrogen dioxide (NO2)",8.5528635,84.2,2016
"849","Iowa","Ozone",0.0400194916666667,0.081,2016
"850","Iowa","PM10 Total 0-10um STP",21.2404967037037,465,2016
"851","Kansas","Nitrogen dioxide (NO2)",8.354119,45.1,2016
"852","Kansas","Ozone",0.0440739423076923,0.134,2016
"853","Kansas","PM10 Total 0-10um STP",19.6023878947368,490,2016
"854","Kentucky","Nitrogen dioxide (NO2)",11.3236452857143,95.6,2016
"855","Kentucky","Ozone",0.0437488706896552,0.105,2016
"856","Kentucky","PM10 Total 0-10um STP",15.4913444166667,516,2016
"857","Louisiana","Nitrogen dioxide (NO2)",10.8079568636364,81.4,2016
"858","Louisiana","Ozone",0.0398130113636364,0.123,2016
"859","Louisiana","PM10 Total 0-10um STP",18.7113241,635,2016
"860","Maine","Nitrogen dioxide (NO2)",6.54315183333333,87.1,2016
"861","Maine","Ozone",0.0368465666666667,0.09,2016
"862","Maine","PM10 Total 0-10um STP",12.590567,420,2016
"863","Maryland","Nitrogen dioxide (NO2)",16.753815,68.3,2016
"864","Maryland","Ozone",0.0475531059322034,0.12,2016
"865","Maryland","PM10 Total 0-10um STP",12.548509,32,2016
"866","Massachusetts","Nitrogen dioxide (NO2)",12.98277335,69,2016
"867","Massachusetts","Ozone",0.0431299,0.105,2016
"868","Massachusetts","PM10 Total 0-10um STP",12.0228605,50,2016
"869","Michigan","Nitrogen dioxide (NO2)",15.060966125,120.7,2016
"870","Michigan","Ozone",0.045106453125,0.108,2016
"871","Michigan","PM10 Total 0-10um STP",21.9928628,985,2016
"872","Minnesota","Nitrogen dioxide (NO2)",12.1165076,74.5,2016
"873","Minnesota","Ozone",0.0352764705882353,0.082,2016
"874","Minnesota","PM10 Total 0-10um STP",19.183407125,826,2016
"875","Mississippi","Nitrogen dioxide (NO2)",9.6530355,48.3,2016
"876","Mississippi","Ozone",0.0420899,0.095,2016
"877","Mississippi","PM10 Total 0-10um STP",17.101852,56,2016
"878","Missouri","Nitrogen dioxide (NO2)",15.4336688571429,62.7,2016
"879","Missouri","Ozone",0.0422447010869565,0.111,2016
"880","Missouri","PM10 Total 0-10um STP",20.94376588,1064,2016
"881","Montana","Nitrogen dioxide (NO2)",2.233168,265,2016
"882","Montana","Ozone",0.0399133125,0.119,2016
"883","Montana","PM10 Total 0-10um STP",15.1776784561404,586,2016
"884","Nebraska","Ozone",0.0415571,0.081,2016
"885","Nebraska","PM10 Total 0-10um STP",21.7459791818182,591,2016
"886","Nevada","Nitrogen dioxide (NO2)",21.9394781875,67.7,2016
"887","Nevada","Ozone",0.0471211086956522,0.099,2016
"888","Nevada","PM10 Total 0-10um STP",19.3019417383178,1255,2016
"889","New Hampshire","Nitrogen dioxide (NO2)",4.890247,26.9,2016
"890","New Hampshire","Ozone",0.0402655208333333,0.087,2016
"891","New Hampshire","PM10 Total 0-10um STP",9.6640975,153,2016
"892","New Jersey","Nitrogen dioxide (NO2)",19.4691051363636,95,2016
"893","New Jersey","Ozone",0.0441640408163265,0.103,2016
"894","New Jersey","PM10 Total 0-10um STP",21.650594,127,2016
"895","New Mexico","Nitrogen dioxide (NO2)",10.7478421111111,60,2016
"896","New Mexico","Ozone",0.0474276125,0.09,2016
"897","New Mexico","PM10 Total 0-10um STP",26.4062531774194,4001,2016
"898","New York","Nitrogen dioxide (NO2)",17.7589403571429,89.4,2016
"899","New York","Ozone",0.0420557734375,0.106,2016
"900","North Carolina","Nitrogen dioxide (NO2)",11.0301115833333,54.4,2016
"901","North Carolina","Ozone",0.0454888974358974,0.103,2016
"902","North Carolina","PM10 Total 0-10um STP",12.54498464,237,2016
"903","North Dakota","Nitrogen dioxide (NO2)",4.29811522222222,99.9,2016
"904","North Dakota","Ozone",0.0390303636363636,0.102,2016
"905","North Dakota","PM10 Total 0-10um STP",10.8952721666667,1985,2016
"906","Ohio","Nitrogen dioxide (NO2)",16.7460927142857,69,2016
"907","Ohio","Ozone",0.0460320113636364,0.103,2016
"908","Ohio","PM10 Total 0-10um STP",18.0900012982456,622,2016
"909","Oklahoma","Nitrogen dioxide (NO2)",11.9555583333333,56,2016
"910","Oklahoma","Ozone",0.0436868173076923,0.098,2016
"911","Oklahoma","PM10 Total 0-10um STP",17.5193236,421,2016
"912","Oregon","Nitrogen dioxide (NO2)",15.25523775,41.2,2016
"913","Oregon","Ozone",0.0369152045454545,0.086,2016
"914","Oregon","PM10 Total 0-10um STP",10.4781549166667,56,2016
"915","Pennsylvania","Nitrogen dioxide (NO2)",11.9221312222222,76.4,2016
"916","Pennsylvania","Ozone",0.0447906468531469,0.114,2016
"917","Pennsylvania","PM10 Total 0-10um STP",15.8470671388889,264,2016
"918","Rhode Island","Nitrogen dioxide (NO2)",13.212071625,69.1,2016
"919","Rhode Island","Ozone",0.0447811944444444,0.093,2016
"920","Rhode Island","PM10 Total 0-10um STP",11.7092024,52,2016
"921","South Carolina","Nitrogen dioxide (NO2)",8.3575851,50,2016
"922","South Carolina","Ozone",0.0434297717391304,0.098,2016
"923","South Carolina","PM10 Total 0-10um STP",15.0479915,705,2016
"924","South Dakota","Nitrogen dioxide (NO2)",6.170959625,49.2,2016
"925","South Dakota","Ozone",0.04386309375,0.081,2016
"926","South Dakota","PM10 Total 0-10um STP",19.2903048333333,600,2016
"927","Tennessee","Nitrogen dioxide (NO2)",13.8024479,65,2016
"928","Tennessee","Ozone",0.0470269347826087,0.114,2016
"929","Tennessee","PM10 Total 0-10um STP",20.5872993684211,171,2016
"930","Texas","Nitrogen dioxide (NO2)",11.0973316808511,95.4,2016
"931","Texas","Ozone",0.0401064506578947,0.116,2016
"932","Texas","PM10 Total 0-10um STP",20.5310104193548,109,2016
"933","Utah","Nitrogen dioxide (NO2)",10.4836550333333,135,2016
"934","Utah","Ozone",0.0523184545454545,0.132,2016
"935","Utah","PM10 Total 0-10um STP",17.8199000909091,106,2016
"936","Vermont","Nitrogen dioxide (NO2)",9.99671425,38.5,2016
"937","Vermont","Ozone",0.04017475,0.085,2016
"938","Vermont","PM10 Total 0-10um STP",9.1599706,34,2016
"939","Alabama","Nitrogen dioxide (NO2)",16.1336905,50.8,2017
"940","Alabama","Ozone",0.0406268043478261,0.094,2017
"941","Alabama","PM10 Total 0-10um STP",16.1567278,388,2017
"942","Alaska","Nitrogen dioxide (NO2)",17.8451265,65.7,2017
"943","Alaska","Ozone",0.02802725,0.054,2017
"944","Alaska","PM10 Total 0-10um STP",12.2349753157895,615,2017
"945","Arizona","Nitrogen dioxide (NO2)",23.54921775,72,2017
"946","Arizona","Ozone",0.0495697857142857,0.114,2017
"947","Arizona","PM10 Total 0-10um STP",38.4296440756757,10199,2017
"948","Arkansas","Nitrogen dioxide (NO2)",12.6252275,45,2017
"949","Arkansas","Ozone",0.04157428125,0.093,2017
"950","Arkansas","PM10 Total 0-10um STP",17.501438,51,2017
"951","California","Nitrogen dioxide (NO2)",14.3608051226415,123.3,2017
"952","California","Ozone",0.0459403585714286,0.158,2017
"953","California","PM10 Total 0-10um STP",27.7558079640719,23530,2017
"954","Colorado","Nitrogen dioxide (NO2)",14.0757,92.9,2017
"955","Colorado","Ozone",0.04766987,0.101,2017
"956","Colorado","PM10 Total 0-10um STP",18.936413175,575,2017
"957","Connecticut","Nitrogen dioxide (NO2)",18.1471025,93.9,2017
"958","Connecticut","Ozone",0.044095125,0.118,2017
"959","Connecticut","PM10 Total 0-10um STP",10.8647656363636,217,2017
"960","Delaware","Nitrogen dioxide (NO2)",16.4646295,59.7,2017
"961","Delaware","Ozone",0.0436031071428571,0.104,2017
"962","District Of Columbia","Nitrogen dioxide (NO2)",17.49319475,82.5,2017
"963","District Of Columbia","Ozone",0.0394885,0.092,2017
"964","District Of Columbia","PM10 Total 0-10um STP",16.1537358333333,211,2017
"965","Florida","Nitrogen dioxide (NO2)",12.0706886666667,80.9,2017
"966","Florida","Ozone",0.0382306465517241,0.11,2017
"967","Florida","PM10 Total 0-10um STP",17.1886149761905,541,2017
"968","Georgia","Nitrogen dioxide (NO2)",20.057272,61.2,2017
"969","Georgia","Ozone",0.0414657875,0.099,2017
"970","Georgia","PM10 Total 0-10um STP",16.3226795,475,2017
"971","Hawaii","Nitrogen dioxide (NO2)",6.149493,40.6,2017
"972","Hawaii","Ozone",0.029986625,0.06,2017
"973","Hawaii","PM10 Total 0-10um STP",13.3503141666667,515,2017
"974","Idaho","Nitrogen dioxide (NO2)",23.7034265,53.1,2017
"975","Idaho","Ozone",0.0471943125,0.099,2017
"976","Idaho","PM10 Total 0-10um STP",19.2027105,1076,2017
"977","Illinois","Nitrogen dioxide (NO2)",19.9638517,78.8,2017
"978","Illinois","Ozone",0.0445954736842105,0.115,2017
"979","Illinois","PM10 Total 0-10um STP",21.4634831428571,491,2017
"980","Indiana","Nitrogen dioxide (NO2)",14.5413377,80.5,2017
"981","Indiana","Ozone",0.0436559318181818,0.102,2017
"982","Indiana","PM10 Total 0-10um STP",19.1264061764706,941,2017
"983","Iowa","Nitrogen dioxide (NO2)",7.88825383333333,78.4,2017
"984","Iowa","Ozone",0.041269475,0.102,2017
"985","Iowa","PM10 Total 0-10um STP",20.8929597777778,662,2017
"986","Kansas","Nitrogen dioxide (NO2)",8.0216244,53.7,2017
"987","Kansas","Ozone",0.0426840277777778,0.094,2017
"988","Kansas","PM10 Total 0-10um STP",19.9060096190476,1515,2017
"989","Kentucky","Nitrogen dioxide (NO2)",10.6368515,59.5,2017
"990","Kentucky","Ozone",0.0428474482758621,0.092,2017
"991","Kentucky","PM10 Total 0-10um STP",14.90941775,187,2017
"992","Louisiana","Nitrogen dioxide (NO2)",10.2331926666667,57,2017
"993","Louisiana","Ozone",0.0385630833333333,0.096,2017
"994","Louisiana","PM10 Total 0-10um STP",18.1491997,764,2017
"995","Maine","Nitrogen dioxide (NO2)",7.57270133333333,86.2,2017
"996","Maine","Ozone",0.0374611833333333,0.113,2017
"997","Maine","PM10 Total 0-10um STP",12.3392070909091,73,2017
"998","Maryland","Nitrogen dioxide (NO2)",15.431484,60.1,2017
"999","Maryland","Ozone",0.04529275,0.113,2017
"1000","Maryland","PM10 Total 0-10um STP",12.18092275,33,2017
"1001","Massachusetts","Nitrogen dioxide (NO2)",12.218598,66,2017
"1002","Massachusetts","Ozone",0.04168665625,0.115,2017
"1003","Massachusetts","PM10 Total 0-10um STP",10.7510412,40,2017
"1004","Michigan","Nitrogen dioxide (NO2)",14.538950375,129.6,2017
"1005","Michigan","Ozone",0.042062046875,0.095,2017
"1006","Michigan","PM10 Total 0-10um STP",21.4347348181818,985,2017
"1007","Minnesota","Nitrogen dioxide (NO2)",12.0990155,62.6,2017
"1008","Minnesota","Ozone",0.0375556176470588,0.084,2017
"1009","Minnesota","PM10 Total 0-10um STP",21.6267984166667,733,2017
"1010","Mississippi","Nitrogen dioxide (NO2)",9.60366275,53,2017
"1011","Mississippi","Ozone",0.039390275,0.082,2017
"1012","Mississippi","PM10 Total 0-10um STP",15.632653,31,2017
"1013","Missouri","Nitrogen dioxide (NO2)",14.9073277857143,57.4,2017
"1014","Missouri","Ozone",0.0447811195652174,0.104,2017
"1015","Missouri","PM10 Total 0-10um STP",21.2665632272727,852,2017
"1016","Montana","Nitrogen dioxide (NO2)",2.1022463,55.2,2017
"1017","Montana","Ozone",0.04491925,0.081,2017
"1018","Montana","PM10 Total 0-10um STP",17.1045226619718,854.1,2017
"1019","Nebraska","Ozone",0.03991245,0.092,2017
"1020","Nebraska","PM10 Total 0-10um STP",22.4745,791,2017
"1021","Nevada","Nitrogen dioxide (NO2)",25.4765932142857,89.3,2017
"1022","Nevada","Ozone",0.0473329051724138,0.104,2017
"1023","Nevada","PM10 Total 0-10um STP",20.7724890869565,985,2017
"1024","New Hampshire","Nitrogen dioxide (NO2)",4.453121,33.5,2017
"1025","New Hampshire","Ozone",0.0397890625,0.12,2017
"1026","New Hampshire","PM10 Total 0-10um STP",10.9545433333333,183.7,2017
"1027","New Jersey","Nitrogen dioxide (NO2)",18.3360977,92,2017
"1028","New Jersey","Ozone",0.0413948529411765,0.104,2017
"1029","New Jersey","PM10 Total 0-10um STP",16.16866875,45,2017
"1030","New Mexico","Nitrogen dioxide (NO2)",10.0313084,51,2017
"1031","New Mexico","Ozone",0.0487980657894737,0.094,2017
"1032","New Mexico","PM10 Total 0-10um STP",27.6439387346939,4954,2017
"1033","New York","Nitrogen dioxide (NO2)",17.37383525,79.1,2017
"1034","New York","Ozone",0.040499359375,0.111,2017
"1035","New York","PM10 Total 0-10um STP",13.3144401666667,53,2017
"1036","North Carolina","Nitrogen dioxide (NO2)",10.7528783333333,52.7,2017
"1037","North Carolina","Ozone",0.0437628076923077,0.088,2017
"1038","North Carolina","PM10 Total 0-10um STP",12.4501693703704,533,2017
"1039","North Dakota","Nitrogen dioxide (NO2)",4.53893166666667,44.5,2017
"1040","North Dakota","Ozone",0.0416838125,0.072,2017
"1041","North Dakota","PM10 Total 0-10um STP",13.70778675,1734,2017
"1042","Ohio","Nitrogen dioxide (NO2)",15.7969854285714,68,2017
"1043","Ohio","Ozone",0.0436134264705882,0.099,2017
"1044","Ohio","PM10 Total 0-10um STP",16.7157337777778,339,2017
"1045","Oklahoma","Nitrogen dioxide (NO2)",11.9829370833333,67,2017
"1046","Oklahoma","Ozone",0.044125375,0.12,2017
"1047","Oklahoma","PM10 Total 0-10um STP",16.6590527142857,1584,2017
"1048","Oregon","Nitrogen dioxide (NO2)",14.99487,53.2,2017
"1049","Oregon","Ozone",0.0413892727272727,0.124,2017
"1050","Oregon","PM10 Total 0-10um STP",16.0780172307692,475,2017
"1051","Pennsylvania","Nitrogen dioxide (NO2)",11.2545017222222,76,2017
"1052","Pennsylvania","Ozone",0.0430586203703704,0.114,2017
"1053","Pennsylvania","PM10 Total 0-10um STP",15.4433948333333,289,2017
"1054","Rhode Island","Nitrogen dioxide (NO2)",12.4296165,58.9,2017
"1055","Rhode Island","Ozone",0.04205475,0.108,2017
"1056","Rhode Island","PM10 Total 0-10um STP",11.132239,38,2017
"1057","South Carolina","Nitrogen dioxide (NO2)",8.833916625,46,2017
"1058","South Carolina","Ozone",0.0413582368421053,0.091,2017
"1059","South Carolina","PM10 Total 0-10um STP",13.9631668333333,200,2017
"1060","South Dakota","Nitrogen dioxide (NO2)",5.707742,45.9,2017
"1061","South Dakota","Ozone",0.0416470416666667,0.101,2017
"1062","South Dakota","PM10 Total 0-10um STP",16.6843502,462,2017
"1063","Tennessee","Nitrogen dioxide (NO2)",12.516234,59,2017
"1064","Tennessee","Ozone",0.0443279782608696,0.098,2017
"1065","Tennessee","PM10 Total 0-10um STP",16.5008072857143,159,2017
"1066","Texas","Nitrogen dioxide (NO2)",10.8607569148936,78.8,2017
"1067","Texas","Ozone",0.0405597297297297,0.115,2017
"1068","Texas","PM10 Total 0-10um STP",21.7836845333333,188,2017
"1069","Utah","Nitrogen dioxide (NO2)",10.8554387,96,2017
"1070","Utah","Ozone",0.04632125,0.121,2017
"1071","Utah","PM10 Total 0-10um STP",19.890988,229,2017
"1072","Vermont","Nitrogen dioxide (NO2)",10.08955375,41.1,2017
"1073","Vermont","Ozone",0.03851375,0.073,2017
"1074","Vermont","PM10 Total 0-10um STP",9.2017765,29,2017
"1075","Alabama","Nitrogen dioxide (NO2)",15.80240725,49.8,2018
"1076","Alabama","Ozone",0.0415099545454545,0.097,2018
"1077","Alabama","PM10 Total 0-10um STP",16.5868604090909,230,2018
"1078","Alaska","Nitrogen dioxide (NO2)",16.739653,69.1,2018
"1079","Alaska","Ozone",0.0264321666666667,0.058,2018
"1080","Alaska","PM10 Total 0-10um STP",11.7754604,985,2018
"1081","Arizona","Nitrogen dioxide (NO2)",22.4050885,75,2018
"1082","Arizona","Ozone",0.0490090280612245,0.11,2018
"1083","Arizona","PM10 Total 0-10um STP",36.1658696309013,13730,2018
"1084","Arkansas","Nitrogen dioxide (NO2)",12.396318,45.1,2018
"1085","Arkansas","Ozone",0.04099675,0.09,2018
"1086","Arkansas","PM10 Total 0-10um STP",17.55689775,65,2018
"1087","California","Nitrogen dioxide (NO2)",14.110322706422,90.3,2018
"1088","California","Ozone",0.0452966369680851,0.142,2018
"1089","California","PM10 Total 0-10um STP",27.4397236075581,10169,2018
"1090","Colorado","Nitrogen dioxide (NO2)",13.3909386071429,103.4,2018
"1091","Colorado","Ozone",0.0481005625,0.108,2018
"1092","Colorado","PM10 Total 0-10um STP",19.1178065454545,399,2018
"1093","Connecticut","Nitrogen dioxide (NO2)",16.07061425,119.3,2018
"1094","Connecticut","Ozone",0.0440981666666667,0.133,2018
"1095","Connecticut","PM10 Total 0-10um STP",13.319386,234,2018
"1096","Delaware","Nitrogen dioxide (NO2)",15.1222765,46.1,2018
"1097","Delaware","Ozone",0.04204925,0.092,2018
"1098","District Of Columbia","Nitrogen dioxide (NO2)",16.1021945,86.5,2018
"1099","District Of Columbia","Ozone",0.0376009166666667,0.104,2018
"1100","District Of Columbia","PM10 Total 0-10um STP",16.1943228333333,260,2018
"1101","Florida","Nitrogen dioxide (NO2)",11.3899413076923,66.5,2018
"1102","Florida","Ozone",0.0375604396551724,0.099,2018
"1103","Florida","PM10 Total 0-10um STP",17.623103,958,2018
"1104","Georgia","Nitrogen dioxide (NO2)",18.3594888333333,53.8,2018
"1105","Georgia","Ozone",0.0410003289473684,0.098,2018
"1106","Georgia","PM10 Total 0-10um STP",14.898185375,152,2018
"1107","Hawaii","Nitrogen dioxide (NO2)",7.46468875,46.7,2018
"1108","Hawaii","Ozone",0.02999975,0.056,2018
"1109","Hawaii","PM10 Total 0-10um STP",12.6403578333333,467,2018
"1110","Idaho","Ozone",0.04178909375,0.092,2018
"1111","Idaho","PM10 Total 0-10um STP",19.9735220833333,1238,2018
"1112","Illinois","Nitrogen dioxide (NO2)",18.1506978,85.2,2018
"1113","Illinois","Ozone",0.0438250067567568,0.116,2018
"1114","Illinois","PM10 Total 0-10um STP",21.944055,286,2018
"1115","Indiana","Nitrogen dioxide (NO2)",14.7944893333333,59.8,2018
"1116","Indiana","Ozone",0.0427473988095238,0.106,2018
"1117","Indiana","PM10 Total 0-10um STP",19.7931271176471,373,2018
"1118","Iowa","Nitrogen dioxide (NO2)",7.78127483333333,42.2,2018
"1119","Iowa","Ozone",0.0409914583333333,0.086,2018
"1120","Iowa","PM10 Total 0-10um STP",24.3387476875,525,2018
"1121","Kansas","Nitrogen dioxide (NO2)",8.0246411,45.5,2018
"1122","Kansas","Ozone",0.0432320277777778,0.11,2018
"1123","Kansas","PM10 Total 0-10um STP",19.2462891153846,2246,2018
"1124","Kentucky","Nitrogen dioxide (NO2)",10.2985232857143,56.3,2018
"1125","Kentucky","Ozone",0.0420919224137931,0.115,2018
"1126","Kentucky","PM10 Total 0-10um STP",15.9088958571429,254,2018
"1127","Louisiana","Nitrogen dioxide (NO2)",10.0837033888889,49.7,2018
"1128","Louisiana","Ozone",0.0378848977272727,0.148,2018
"1129","Louisiana","PM10 Total 0-10um STP",19.8181178,433,2018
"1130","Maine","Nitrogen dioxide (NO2)",7.65320333333333,64.4,2018
"1131","Maine","Ozone",0.0386592333333333,0.092,2018
"1132","Maine","PM10 Total 0-10um STP",12.6740471666667,285,2018
"1133","Maryland","Nitrogen dioxide (NO2)",14.2399200833333,53,2018
"1134","Maryland","Ozone",0.0442081625,0.115,2018
"1135","Maryland","PM10 Total 0-10um STP",11.40690175,39,2018
"1136","Massachusetts","Nitrogen dioxide (NO2)",13.3093370909091,77,2018
"1137","Massachusetts","Ozone",0.041749328125,0.105,2018
"1138","Massachusetts","PM10 Total 0-10um STP",9.5943218,46,2018
"1139","Michigan","Nitrogen dioxide (NO2)",15.3027146923077,62.3,2018
"1140","Michigan","Ozone",0.0421432972972973,0.113,2018
"1141","Michigan","PM10 Total 0-10um STP",20.9407511818182,805,2018
"1142","Minnesota","Nitrogen dioxide (NO2)",13.1403196,72,2018
"1143","Minnesota","Ozone",0.0382982352941176,0.093,2018
"1144","Minnesota","PM10 Total 0-10um STP",22.6370001153846,1000,2018
"1145","Mississippi","Nitrogen dioxide (NO2)",7.3117935,33.3,2018
"1146","Mississippi","Ozone",0.04109075,0.109,2018
"1147","Mississippi","PM10 Total 0-10um STP",20.2427428333333,305.2,2018
"1148","Missouri","Nitrogen dioxide (NO2)",14.7528615,58.6,2018
"1149","Missouri","Ozone",0.0444076931818182,0.124,2018
"1150","Missouri","PM10 Total 0-10um STP",20.2979938,808,2018
"1151","Montana","Nitrogen dioxide (NO2)",2.2428495,36.2,2018
"1152","Montana","Ozone",0.0439346875,0.114,2018
"1153","Montana","PM10 Total 0-10um STP",16.3800695909091,798,2018
"1154","Nebraska","Ozone",0.0391951,0.082,2018
"1155","Nebraska","PM10 Total 0-10um STP",19.684278,971,2018
"1156","Nevada","Nitrogen dioxide (NO2)",27.129363375,69.3,2018
"1157","Nevada","Ozone",0.0481303947368421,0.099,2018
"1158","Nevada","PM10 Total 0-10um STP",21.8031828490566,985,2018
"1159","New Hampshire","Nitrogen dioxide (NO2)",4.1812195,27.9,2018
"1160","New Hampshire","Ozone",0.0400207083333333,0.09,2018
"1161","New Hampshire","PM10 Total 0-10um STP",9.659531,127.7,2018
"1162","New Jersey","Nitrogen dioxide (NO2)",17.82066535,131,2018
"1163","New Jersey","Ozone",0.0413348382352941,0.135,2018
"1164","New Jersey","PM10 Total 0-10um STP",15.5047285,44,2018
"1165","New Mexico","Nitrogen dioxide (NO2)",10.4493850909091,80,2018
"1166","New Mexico","Ozone",0.0500298815789474,0.128,2018
"1167","New Mexico","PM10 Total 0-10um STP",28.1330720816327,2622,2018
"1168","New York","Nitrogen dioxide (NO2)",19.0174281428571,79.1,2018
"1169","New York","Ozone",0.0408497338709677,0.143,2018
"1170","New York","PM10 Total 0-10um STP",13.3534413333333,42,2018
"1171","North Carolina","Nitrogen dioxide (NO2)",9.83559941666667,41,2018
"1172","North Carolina","Ozone",0.0437009871794872,0.09,2018
"1173","North Carolina","PM10 Total 0-10um STP",13.98513015,543,2018
"1174","North Dakota","Nitrogen dioxide (NO2)",4.51957185,65,2018
"1175","North Dakota","Ozone",0.0428741730769231,0.077,2018
"1176","North Dakota","PM10 Total 0-10um STP",11.5998551,389,2018
"1177","Ohio","Nitrogen dioxide (NO2)",15.9526804285714,74,2018
"1178","Ohio","Ozone",0.0434743701923077,0.098,2018
"1179","Ohio","PM10 Total 0-10um STP",16.3439067586207,455,2018
"1180","Oklahoma","Nitrogen dioxide (NO2)",12.740197125,48,2018
"1181","Oklahoma","Ozone",0.0436145208333333,0.122,2018
"1182","Oklahoma","PM10 Total 0-10um STP",19.4081918421053,2419,2018
"1183","Oregon","Nitrogen dioxide (NO2)",15.9698931666667,55.4,2018
"1184","Oregon","Ozone",0.0387997727272727,0.095,2018
"1185","Oregon","PM10 Total 0-10um STP",15.312120375,311,2018
"1186","Pennsylvania","Nitrogen dioxide (NO2)",9.04296763888889,87,2018
"1187","Pennsylvania","Ozone",0.0415674198113208,0.108,2018
"1188","Pennsylvania","PM10 Total 0-10um STP",14.3518873428571,854,2018
"1189","Rhode Island","Nitrogen dioxide (NO2)",16.76392425,55.5,2018
"1190","Rhode Island","Ozone",0.0435223333333333,0.102,2018
"1191","Rhode Island","PM10 Total 0-10um STP",12.8551006666667,79,2018
"1192","South Carolina","Nitrogen dioxide (NO2)",8.553038625,45,2018
"1193","South Carolina","Ozone",0.0437141842105263,0.089,2018
"1194","South Carolina","PM10 Total 0-10um STP",13.8289888,165,2018
"1195","South Dakota","Nitrogen dioxide (NO2)",5.860297375,50.4,2018
"1196","South Dakota","Ozone",0.0417507916666667,0.082,2018
"1197","South Dakota","PM10 Total 0-10um STP",18.2880279166667,761,2018
"1198","Tennessee","Nitrogen dioxide (NO2)",12.33628,57,2018
"1199","Tennessee","Ozone",0.0437358043478261,0.102,2018
"1200","Tennessee","PM10 Total 0-10um STP",16.6720711,171,2018
"1201","Texas","Nitrogen dioxide (NO2)",10.8638385531915,84.4,2018
"1202","Texas","Ozone",0.0392369691780822,0.144,2018
"1203","Texas","PM10 Total 0-10um STP",23.215374969697,158,2018
"1204","Utah","Nitrogen dioxide (NO2)",10.5587848478261,92,2018
"1205","Utah","Ozone",0.0479015833333333,0.108,2018
"1206","Utah","PM10 Total 0-10um STP",18.2144271,143,2018
"1207","Vermont","Nitrogen dioxide (NO2)",10.05085175,46.9,2018
"1208","Vermont","Ozone",0.03939925,0.075,2018
"1209","Vermont","PM10 Total 0-10um STP",9.106827,41,2018
"1210","Alabama","Nitrogen dioxide (NO2)",17.8212205,66.2,2019
"1211","Alabama","Ozone",0.0424634318181818,0.1,2019
"1212","Alabama","PM10 Total 0-10um STP",18.7279664444444,597.1,2019
"1213","Alaska","Nitrogen dioxide (NO2)",13.82205,67.9,2019
"1214","Alaska","Ozone",0.029822,0.06,2019
"1215","Alaska","PM10 Total 0-10um STP",15.1723788333333,985,2019
"1216","Arizona","Nitrogen dioxide (NO2)",20.33495975,62,2019
"1217","Arizona","Ozone",0.04879880078125,0.107,2019
"1218","Arizona","PM10 Total 0-10um STP",28.118424632,3964,2019
"1219","Arkansas","Nitrogen dioxide (NO2)",13.1088365,47.2,2019
"1220","Arkansas","Ozone",0.040856875,0.088,2019
"1221","Arkansas","PM10 Total 0-10um STP",16.82963175,42,2019
"1222","California","Nitrogen dioxide (NO2)",13.1213117723214,97.7,2019
"1223","California","Ozone",0.0443393040935673,0.137,2019
"1224","California","PM10 Total 0-10um STP",24.0821332299652,22288,2019
"1225","Colorado","Nitrogen dioxide (NO2)",13.5059096071429,86.3,2019
"1226","Colorado","Ozone",0.0485665357142857,0.143,2019
"1227","Colorado","PM10 Total 0-10um STP",18.7742492962963,320,2019
"1228","Connecticut","Nitrogen dioxide (NO2)",15.564546125,59.1,2019
"1229","Connecticut","Ozone",0.0456478125,0.129,2019
"1230","Connecticut","PM10 Total 0-10um STP",12.8930304285714,1278,2019
"1231","Delaware","Nitrogen dioxide (NO2)",15.9086275,66,2019
"1232","Delaware","Ozone",0.0447518571428571,0.092,2019
"1233","District Of Columbia","Nitrogen dioxide (NO2)",17.340449375,69.7,2019
"1234","District Of Columbia","Ozone",0.043894,0.09,2019
"1235","District Of Columbia","PM10 Total 0-10um STP",17.2282958333333,342,2019
"1236","Florida","Nitrogen dioxide (NO2)",10.6463458076923,54.1,2019
"1237","Florida","Ozone",0.0381287327586207,0.132,2019
"1238","Florida","PM10 Total 0-10um STP",16.5281649090909,859,2019
"1239","Georgia","Nitrogen dioxide (NO2)",19.5495323333333,67.4,2019
"1240","Georgia","Ozone",0.0438657105263158,0.108,2019
"1241","Georgia","PM10 Total 0-10um STP",15.3292553333333,128,2019
"1242","Hawaii","Nitrogen dioxide (NO2)",7.263558,46.2,2019
"1243","Hawaii","Ozone",0.028967375,0.115,2019
"1244","Hawaii","PM10 Total 0-10um STP",12.0516741666667,157,2019
"1245","Idaho","Nitrogen dioxide (NO2)",15.800819,45.3,2019
"1246","Idaho","Ozone",0.0381489375,0.068,2019
"1247","Idaho","PM10 Total 0-10um STP",16.821303,841,2019
"1248","Illinois","Nitrogen dioxide (NO2)",18.1913712142857,77.3,2019
"1249","Illinois","Ozone",0.0433615067567568,0.112,2019
"1250","Illinois","PM10 Total 0-10um STP",25.0699461428571,395,2019
