"","Year","state","Prevalencepercent","athsmaprevalence","Ozone","PM10","NO2"
"277",2016,"Connecticut",10.5,"295,601",0.0487494125,11.9898167272727,16.20529725
"278",2016,"Delaware",8.5,"63,617",0.0458483214285714,NA,17.5809475
"279",2016,"Florida",6.7,"1,109,768",0.0389742456896552,16.3362519473684,11.3055538571429
"280",2016,"Georgia",8.5,"666,285",0.0456346666666667,16.2162636,22.9590748333333
"281",2016,"Hawaii",10.7,"120,293",0.0298615,15.8076733333333,6.4426135
"282",2016,"Idaho",9.3,"115,109",0.0487138,16.8697360833333,17.0022865
"283",2016,"Illinois",8.9,"879,704",0.0441179864864865,21.0593392857143,20.6220475
"284",2016,"Indiana",10.2,"514,349",0.0451948488372093,19.3596276470588,12.5432101428571
"285",2016,"Iowa",7.8,"187,872",0.0400194916666667,21.2404967037037,8.5528635
"286",2016,"Kansas",8.8,"193,078",0.0440739423076923,19.6023878947368,8.354119
"287",2016,"Kentucky",11.6,"394,686",0.0437488706896552,15.4913444166667,11.3236452857143
"288",2016,"Louisiana",8.4,"297,349",0.0398130113636364,18.7113241,10.8079568636364
"289",2016,"Maine",12.2,"130,992",0.0368465666666667,12.590567,6.54315183333333
"290",2016,"Maryland",9.4,"439,666",0.0475531059322034,12.548509,16.753815
"291",2016,"Massachusetts",10.3,"560,739",0.0431299,12.0228605,12.98277335
"292",2016,"Michigan",10.9,"841,111",0.045106453125,21.9928628,15.060966125
"293",2016,"Minnesota",7.6,"321,439",0.0352764705882353,19.183407125,12.1165076
"294",2016,"Mississippi",8,"181,044",0.0420899,17.101852,9.6530355
"295",2016,"Missouri",9.9,"463,150",0.0422447010869565,20.94376588,15.4336688571429
"296",2016,"Montana",8.5,"69,403",0.0399133125,15.1776784561404,2.233168
"297",2016,"Nebraska",8.3,"118,932",0.0415571,21.7459791818182,NA
"298",2016,"Nevada",7.9,"179,986",0.0471211086956522,19.3019417383178,21.9394781875
"299",2016,"New Hampshire",11.4,"121,566",0.0402655208333333,9.6640975,4.890247
"300",2016,"New Jersey",8.2,"573,506",0.0441640408163265,21.650594,19.4691051363636
"301",2016,"New Mexico",11.8,"185,678",0.0474276125,26.4062531774194,10.7478421111111
"302",2016,"New York",9.5,"1,474,062",0.0420557734375,NA,17.7589403571429
"303",2016,"North Carolina",8,"630,864",0.0454888974358974,12.54498464,11.0301115833333
"304",2016,"North Dakota",9,"53,028",0.0390303636363636,10.8952721666667,4.29811522222222
"305",2016,"Ohio",9.7,"873,284",0.0460320113636364,18.0900012982456,16.7460927142857
"306",2016,"Oklahoma",10,"293,910",0.0436868173076923,17.5193236,11.9555583333333
"307",2016,"Oregon",10.5,"335,445",0.0369152045454545,10.4781549166667,15.25523775
"308",2016,"Pennsylvania",10.6,"1,070,258",0.0447906468531469,15.8470671388889,11.9221312222222
"309",2016,"Rhode Island",10.7,"90,375",0.0447811944444444,11.7092024,13.212071625
"310",2016,"South Carolina",8.8,"340,518",0.0434297717391304,15.0479915,8.3575851
"311",2016,"South Dakota",6.2,"40,253",0.04386309375,19.2903048333333,6.170959625
"312",2016,"Tennessee",10.9,"559,423",0.0470269347826087,20.5872993684211,13.8024479
"313",2016,"Texas",7.6,"1,584,264",0.0401064506578947,20.5310104193548,11.0973316808511
"314",2016,"Utah",8.3,"175,360",0.0523184545454545,17.8199000909091,10.4836550333333
"315",2016,"Vermont",10.2,"51,211",0.04017475,9.1599706,9.99671425
"316",2017,"Alabama",10.9,"409,623",0.0406268043478261,16.1567278,16.1336905
"317",2017,"Alaska",8.4,"46,863",0.02802725,12.2349753157895,17.8451265
"318",2017,"Arizona",9.8,"529,155",0.0495697857142857,38.4296440756757,23.54921775
"319",2017,"Arkansas",9.6,"219,001",0.04157428125,17.501438,12.6252275
"320",2017,"California",7.9,"2,398,304",0.0459403585714286,27.7558079640719,14.3608051226415
"321",2017,"Colorado",9.3,"404,012",0.04766987,18.936413175,14.0757
"322",2017,"Connecticut",10.7,"299,336",0.044095125,10.8647656363636,18.1471025
"323",2017,"Delaware",10.6,"79,827",0.0436031071428571,NA,16.4646295
"324",2017,"Florida",7.5,"1,258,262",0.0382306465517241,17.1886149761905,12.0706886666667
